Ranking IDHM 2010;Município;IDHM 2010
1021;Engenheiro Beltrão;0.730
1021;Borborema;0.730
1021;Ipiguá;0.730
1052;Pedrinópolis;0.729
1052;Treze de Maio;0.729
1052;Roca Sales;0.729
1052;Cidreira;0.729
1052;Rio dos Cedros;0.729
1052;Cordeiro;0.729
1052;Rio do Campo;0.729
1052;São Gabriel do Oeste;0.729
1052;Iconha;0.729
1052;Paraisópolis;0.729
1052;Patrocínio;0.729
1052;Barra Mansa;0.729
1052;Assis Chateaubriand;0.729
1052;Socorro;0.729
1052;Conquista;0.729
1052;Caiabu;0.729
1052;Água Boa;0.729
1052;Tangará da Serra;0.729
1052;Rio Bom;0.729
1052;Serrana;0.729
1052;Zacarias;0.729
1052;Laranjal Paulista;0.729
1052;Salto de Pirapora;0.729
1052;São José da Lapa;0.729
1052;Pratápolis;0.729
1052;Cerqueira César;0.729
1052;Chavantes;0.729
1052;Diorama;0.729
1052;Lavrinhas;0.729
1081;Reginópolis;0.728
1081;Pedras Grandes;0.728
1081;Guaimbê;0.728
1081;Sabino;0.728
1081;Venda Nova do Imigrante;0.728
1081;Armação dos Búzios;0.728
1081;Assaí;0.728
1081;Monte Carmelo;0.728
1081;Santiago do Sul;0.728
1081;Cajamar;0.728
1081;Pains;0.728
1081;Caeté;0.728
1081;Terra Boa;0.728
1081;Santa Cruz das Palmeiras;0.728
1081;Sombrio;0.728
1081;Carambeí;0.728
1081;Cândido Godói;0.728
1081;Álvares Florence;0.728
1081;Balneário Gaivota;0.728
1081;Tuparendi;0.728
1081;Tuiuti;0.728
1081;Caibi;0.728
1081;Santa Albertina;0.728
1081;São Lourenço da Serra;0.728
1081;Boa Vista do Sul;0.728
1081;Ipê;0.728
1107;Sant'Ana do Livramento;0.727
1107;Itutinga;0.727
1107;Rialma;0.727
1107;Flora Rica;0.727
1107;Ipiranga do Norte;0.727
1107;Piúma;0.727
1107;São João;0.727
1107;Pirapora do Bom Jesus;0.727
1107;Igaraçu do Tietê;0.727
1107;Rio Branco;0.727
1107;Coronel Pilar;0.727
1107;Ubirajara;0.727
1107;Goianésia;0.727
1107;Taquara;0.727
1107;Santa Helena;0.727
1107;Herculândia;0.727
1107;Pardinho;0.727
1107;Cachoeira de Goiás;0.727
1107;Bandeirantes;0.727
1107;Porangatu;0.727
1107;Mato Castelhano;0.727
1107;Areado;0.727
1107;Emilianópolis;0.727
1107;Cassilândia;0.727
1107;Ipaussu;0.727
1107;Governador Valadares;0.727
1133;Irati;0.726
1133;Jacutinga;0.726
1133;Nova Guataporanga;0.726
1133;Tarabai;0.726
1133;Cachoeira Dourada;0.726
1133;Munhoz de Melo;0.726
1133;Itapuranga;0.726
1133;Ermo;0.726
1133;Sapucaia do Sul;0.726
1133;Iguape;0.726
1133;Casimiro de Abreu;0.726
1133;Itumirim;0.726
1133;Castelo;0.726
1133;São Martinho;0.726
1133;Além Paraíba;0.726
1133;Ibiporã;0.726
1133;Pérola D'Oeste;0.726
1133;Camboriú;0.726
1133;Leopoldina;0.726
1133;Ibiraçu;0.726
1133;Murutinga do Sul;0.726
1154;Pacaembu;0.725
1154;Matelândia;0.725
1154;Carrancas;0.725
1154;Pinhalzinho;0.725
1154;Valparaíso;0.725
1154;Pará de Minas;0.725
1154;São Manoel do Paraná;0.725
1154;São Tomé;0.725
1154;Sertaneja;0.725
1154;Pitangui;0.725
1154;Miraguaí;0.725
1154;Andirá;0.725
1154;Itapuí;0.725
1154;Agrolândia;0.725
1154;Anhanguera;0.725
1154;Vitória Brasil;0.725
1154;Araputanga;0.725
1154;Ilha Comprida;0.725
1154;Paulo de Faria;0.725
1154;Santa Bárbara do Sul;0.725
1154;Santa Cecília do Sul;0.725
1154;Pontão;0.725
1154;Garuva;0.725
1154;Guapiaçu;0.725
1154;Ibiam;0.725
1154;Goiatuba;0.725
1154;Três Rios;0.725
1154;Itapaci;0.725
1154;Alpinópolis;0.725
1154;Barrinha;0.725
1154;Cambira;0.725
1154;Ponte Preta;0.725
1154;Clementina;0.725
1154;São José do Sul;0.725
1154;Dois Córregos;0.725
1154;Pontal;0.725
1154;Loanda;0.725
1191;Arapuá;0.724
1191;Doutor Ricardo;0.724
1191;Santa Helena de Goiás;0.724
1191;Monte Sião;0.724
1191;Lupércio;0.724
1191;Botuverá;0.724
1191;Florestal;0.724
1191;São João Batista do Glória;0.724
1191;Ivorá;0.724
1191;Indianópolis;0.724
1191;Mesópolis;0.724
1191;Luz;0.724
1191;Douradina;0.724
1191;Ronda Alta;0.724
1191;Santo Antônio do Monte;0.724
1191;Guaíra;0.724
1191;Ibiraiaras;0.724
1191;Paço do Lumiar;0.724
1191;Angra dos Reis;0.724
1191;São João da Paraúna;0.724
1191;Itirapina;0.724
1191;Linhares;0.724
1191;Mirante do Paranapanema;0.724
1191;Ubá;0.724
1191;Marcelino Ramos;0.724
1191;Carvalhópolis;0.724
1217;Diamante do Norte;0.723
1217;Sertanópolis;0.723
1217;Jaci;0.723
1217;Itapagipe;0.723
1217;Porto Xavier;0.723
1217;Seberi;0.723
1217;Formosa do Oeste;0.723
1217;Capinópolis;0.723
1217;Rinópolis;0.723
1217;Santo Antônio de Goiás;0.723
1217;Barra do Rio Azul;0.723
1217;Arapoti;0.723
1217;Coronel Vivida;0.723
1217;Pitangueiras;0.723
1217;Águas Mornas;0.723
1217;Juruaia;0.723
1217;Peabiru;0.723
1217;Gastão Vidigal;0.723
1217;São Francisco;0.723
1217;Erval Velho;0.723
1217;Cruzeiro do Sul;0.723
1217;Taciba;0.723
1217;Bom Progresso;0.723
1217;Pirajuba;0.723
1217;Vespasiano Correa;0.723
1217;Santa Cecília do Pavão;0.723
1217;Perdizes;0.723
1244;Engenheiro Paulo de Frontin;0.722
1244;São Sebastião do Paraíso;0.722
1244;Iraceminha;0.722
1244;Alvinlândia;0.722
1244;Arco-Íris;0.722
1244;Panorama;0.722
1244;Virmond;0.722
1244;Palminópolis;0.722
1244;Trabiju;0.722
1244;Água Limpa;0.722
1244;São Jorge D'Oeste;0.722
1244;Califórnia;0.722
1244;Cardoso;0.722
1244;Canápolis;0.722
1244;Ouro Fino;0.722
1244;Realeza;0.722
1244;Cosmorama;0.722
1244;Marmeleiro;0.722
1244;Queluz;0.722
1244;Nova Esperança;0.722
1244;Palmares Paulista;0.722
1244;Barão de Cocais;0.722
1266;Uraí;0.721
1266;Igrejinha;0.721
1266;Nova Andradina;0.721
1266;Marumbi;0.721
1266;Moema;0.721
1266;Curitibanos;0.721
1266;Lavínia;0.721
1266;Pratinha;0.721
1266;Parisi;0.721
1266;Altônia;0.721
1266;Martinópolis;0.721
1266;Alegre;0.721
1266;Paranaíba;0.721
1266;Nerópolis;0.721
1266;Ribeirão dos Índios;0.721
1266;Jaguaruna;0.721
1266;Ângulo;0.721
1266;Maceió;0.721
1266;Vacaria;0.721
1266;Santa Rita do Sapucaí;0.721
1266;Japaraíba;0.721
1266;Rubiácea;0.721
1266;Aparecida D'Oeste;0.721
1266;Anhembi;0.721
1266;Uchoa;0.721
1266;Kaloré;0.721
1266;Barreiras;0.721
1266;Cascalho Rico;0.721
1266;Capão Bonito;0.721
1266;Cambará;0.721
1266;Glória de Dourados;0.721
1266;Piranhas;0.721
1266;Giruá;0.721
1266;Piracanjuba;0.721
1266;Monsenhor Paulo;0.721
1301;Pouso Redondo;0.720
1301;São Simão;0.720
1301;Inhumas;0.720
1301;Ivinhema;0.720
1301;São Valentim;0.720
1301;Pinhal;0.720
1301;Palmitinho;0.720
1301;Faxinal do Soturno;0.720
1301;Mossoró;0.720
1301;André da Rocha;0.720
1301;Timbé do Sul;0.720
1301;Campina Grande;0.720
1301;Passo de Torres;0.720
1301;Verê;0.720
1301;Uniflor;0.720
1301;Santa Isabel do Ivaí;0.720
1301;Ourizona;0.720
1301;Fazenda Rio Grande;0.720
1301;Boa Esperança;0.720
1301;São João das Duas Pontes;0.720
1301;São Bento do Sapucaí;0.720
1301;Itapeva;0.720
1301;Lutécia;0.720
1301;Matias Barbosa;0.720
1301;Paiva;0.720
1301;Itapura;0.720
1301;Icém;0.720
1301;Paracambi;0.720
1301;Caconde;0.720
1301;Cananéia;0.720
1331;Ouro Verde de Goiás;0.719
1331;Itaporanga;0.719
1331;São José dos Quatro Marcos;0.719
1331;Cruzaltense;0.719
1331;Jupiá;0.719
1331;Mamborê;0.719
1331;Iperó;0.719
1331;Rubiataba;0.719
1331;Caibaté;0.719
1331;Gavião Peixoto;0.719
1331;São João de Meriti;0.719
1331;Ciríaco;0.719
1331;Barão de Cotegipe;0.719
1331;Guaraçaí;0.719
1331;Platina;0.719
1331;Planalto;0.719
1331;São Mateus do Sul;0.719
1331;Alto Horizonte;0.719
1331;Guaporema;0.719
1331;Itaberaí;0.719
1331;Angatuba;0.719
1331;Celso Ramos;0.719
1331;Tramandaí;0.719
1331;Coroados;0.719
1331;Novais;0.719
1331;Dores do Indaiá;0.719
1331;Tupaciguara;0.719
1331;Salmourão;0.719
1331;Guariba;0.719
1331;Mombuca;0.719
1331;Paraibuna;0.719
1362;Praia Grande;0.718
1362;Itauçu;0.718
1362;Conquista D'Oeste;0.718
1362;Diamantino;0.718
1362;Ananindeua;0.718
1362;Aparecida de Goiânia;0.718
1362;Salto do Lontra;0.718
1362;Três Cachoeiras;0.718
1362;Tombos;0.718
1362;Nova Santa Rita;0.718
1362;Tupandi;0.718
1362;Santo Antônio da Platina;0.718
1362;Palmeira;0.718
1362;Dobrada;0.718
1362;Cariacica;0.718
1362;Cacoal;0.718
1362;Fundão;0.718
1362;Guará;0.718
1362;Araruama;0.718
1362;Vargem Bonita;0.718
1362;Mandaguaçu;0.718
1362;Paulistânia;0.718
1362;Lagamar;0.718
1362;Jussara;0.718
1362;Paial;0.718
1362;Mariápolis;0.718
1362;Jaboti;0.718
1362;Ibiá;0.718
1362;Nova Veneza;0.718
1362;Campina Grande do Sul;0.718
1362;Bom Jesus;0.718
1362;Santo Antônio de Pádua;0.718
1362;Narandiba;0.718
1362;Itaguaru;0.718
1362;Cidade Gaúcha;0.718
1362;Mineiros;0.718
1398;Cidade Ocidental;0.717
1398;Viamão;0.717
1398;Borrazópolis;0.717
1398;Santo Antônio da Patrulha;0.717
1398;Ocauçu;0.717
1398;Guatambú;0.717
1398;Mato Queimado;0.717
1398;Ponte Nova;0.717
1398;Paranapanema;0.717
1398;Itobi;0.717
1398;Engenho Velho;0.717
1398;Campina do Monte Alegre;0.717
1398;Nova Aliança do Ivaí;0.717
1398;Eldorado do Sul;0.717
1398;São José do Alegre;0.717
1398;Cruzeiro do Oeste;0.717
1398;Tigrinhos;0.717
1398;Paula Freitas;0.717
1398;Fama;0.717
1398;Jaboatão dos Guararapes;0.717
1398;São Pedro do Ivaí;0.717
1398;Guaratuba;0.717
1398;Jacupiranga;0.717
1398;São José do Herval;0.717
1398;Piranguinho;0.717
1398;Juatuba;0.717
1398;Paranacity;0.717
1398;Getulina;0.717
1398;Santa Inês;0.717
1427;Torixoréu;0.716
1427;Bela Vista de Goiás;0.716
1427;Ribeirão Claro;0.716
1427;Taquaral de Goiás;0.716
1427;Luís Eduardo Magalhães;0.716
1427;Paulo Lopes;0.716
1427;Jacinto Machado;0.716
1427;Piedade;0.716
1427;Bela Vista do Paraíso;0.716
1427;Júlio de Castilhos;0.716
1427;Capitão Leônidas Marques;0.716
1427;Doutor Pedrinho;0.716
1427;Fênix;0.716
1427;Juína;0.716
1427;Matupá;0.716
1427;Diamantina;0.716
1427;Balneário Barra do Sul;0.716
1427;Goianá;0.716
1427;Petrolândia;0.716
1427;Campos dos Goytacazes;0.716
1427;Manoel Ribas;0.716
1427;Davinópolis;0.716
1427;Júlio Mesquita;0.716
1427;Ernestina;0.716
1427;Nova Prata do Iguaçu;0.716
1427;Paiçandu;0.716
1427;Santo Antônio do Paraíso;0.716
1454;Nova Serrana;0.715
1454;Formoso;0.715
1454;Pedregulho;0.715
1454;São Vicente de Minas;0.715
1454;Quinta do Sol;0.715
1454;Morungaba;0.715
1454;Aguaí;0.715
1454;Nova Canaã Paulista;0.715
1454;Farol;0.715
1454;Niquelândia;0.715
1454;Pinheiral;0.715
1454;Palmares do Sul;0.715
1454;Rio Brilhante;0.715
1454;São Gonçalo do Sapucaí;0.715
1454;Orizona;0.715
1454;Arvoredo;0.715
1454;Formosa do Sul;0.715
1454;São Sebastião da Amoreira;0.715
1454;Jaguapitã;0.715
1454;Jacutinga;0.715
1454;Pouso Novo;0.715
1454;Itaguaí;0.715
1454;Santa Carmem;0.715
1454;Queiroz;0.715
1454;Severínia;0.715
1454;Parauapebas;0.715
1454;Passa Quatro;0.715
1454;Santa Luzia;0.715
1454;Paraguaçu;0.715
1454;Flórida Paulista;0.715
1454;Machado;0.715
1454;Putinga;0.715
1486;Sobral;0.714
1486;Mormaço;0.714
1486;Laranjal;0.714
1486;Glorinha;0.714
1486;Santa Rita do Araguaia;0.714
1486;Terra Roxa;0.714
1486;Quatiguá;0.714
1486;Anicuns;0.714
1486;Populina;0.714
1486;Fátima do Sul;0.714
1486;Nova Esperança do Sudoeste;0.714
1486;Tapurah;0.714
1486;Alta Floresta;0.714
1486;Catanduvas;0.714
1486;Santa Teresa;0.714
1486;Riqueza;0.714
1486;Rio Pomba;0.714
1486;td>Ijaci;0.714
1486;Campo Alegre;0.714
1486;Nantes;0.714
1486;Santo Antônio do Jardim;0.714
1486;Avaí;0.714
1486;Juscimeira;0.714
1486;Torre de Pedra;0.714
1486;Itaquaquecetuba;0.714
1486;Vassouras;0.714
1486;Nova Santa Helena;0.714
1486;Ji-Paraná;0.714
1514;Colíder;0.713
1514;Seropédica;0.713
1514;Alto Paraíso de Goiás;0.713
1514;Itaqui;0.713
1514;Carlópolis;0.713
1514;Curvelo;0.713
1514;Porto Real;0.713
1514;Florínia;0.713
1514;Nova Iguaçu;0.713
1514;Palestina de Goiás;0.713
1514;Miracema;0.713
1514;Itapecerica;0.713
1514;Bom Jesus dos Perdões;0.713
1514;Itaocara;0.713
1514;Imbuia;0.713
1514;Portão;0.713
1514;Águas de Chapecó;0.713
1514;Canudos do Vale;0.713
1514;Carapebus;0.713
1514;Cajuru;0.713
1514;Santa Fé de Goiás;0.713
1514;Irapuã;0.713
1514;Itaí;0.713
1514;Guarantã;0.713
1514;Carmo do Rio Verde;0.713
1514;Perobal;0.713
1514;Rondon;0.713
1514;São José das Palmeiras;0.713
1514;Crato;0.713
1514;Presidente Castelo Branco;0.713
1514;Cruzeiro do Sul;0.713
1514;Nipoã;0.713
1546;Tapira;0.712
1546;Planura;0.712
1546;Sede Nova;0.712
1546;Bom Jesus do Oeste;0.712
1546;Jaguari;0.712
1546;Congonhal;0.712
1546;São Pedro da Aldeia;0.712
1546;Conceição das Alagoas;0.712
1546;Nova Venécia;0.712
1546;Conceição de Macabu;0.712
1546;Ribeirão Bonito;0.712
1546;Erebango;0.712
1546;Irapuru;0.712
1546;Morro Agudo;0.712
1546;Eugênio de Castro;0.712
1546;Lindolfo Collor;0.712
1546;Itabuna;0.712
1546;Santa Vitória do Palmar;0.712
1546;Petrolina de Goiás;0.712
1546;Crissiumal;0.712
1546;Jardim;0.712
1546;Feira de Santana;0.712
1546;Biritiba-Mirim;0.712
1546;Alambari;0.712
1546;Venâncio Aires;0.712
1546;Uru;0.712
1546;Vianópolis;0.712
1546;Japurá;0.712
1574;Barão de Antonina;0.711
1574;Lambari;0.711
1574;Israelândia;0.711
1574;Campo Belo;0.711
1574;Alcinópolis;0.711
1574;Duque de Caxias;0.711
1574;Paranaiguara;0.711
1574;Jaborandi;0.711
1574;Cezarina;0.711
1574;Paulicéia;0.711
1574;Varjão de Minas;0.711
1574;Ribeirão Corrente;0.711
1574;Morrinhos do Sul;0.711
1574;Igaratá;0.711
1574;Chiador;0.711
1574;Sapiranga;0.711
1574;Rio Novo do Sul;0.711
1574;Missal;0.711
1574;Piquerobi;0.711
1574;Vicentina;0.711
1574;Medeiros;0.711
1595;Bataguassu;0.710
1595;São Miguel Arcanjo;0.710
1595;Colômbia;0.710
1595;São Miguel da Boa Vista;0.710
1595;Witmarsum;0.710
1595;Brejo Alegre;0.710
1595;Nazário;0.710
1595;Apiaí;0.710
1595;Barracão;0.710
1595;Rio Bonito;0.710
1595;Caicó;0.710
1595;Marechal Floriano;0.710
1595;Terra Rica;0.710
1595;Alfredo Chaves;0.710
1595;Cachoeira Alta;0.710
1595;Buriti Alegre;0.710
1595;Pimenta Bueno;0.710
1595;Ibiúna;0.710
1595;Santa Cruz de Monte Castelo;0.710
1595;Santa Vitória;0.710
1595;Quarto Centenário;0.710
1595;Prado Ferreira;0.710
1595;Pouso Alto;0.710
1595;Pitangueiras;0.710
1595;Novo Itacolomi;0.710
1595;Nova Olímpia;0.710
1595;Monte Santo de Minas;0.710
1595;Lupionópolis;0.710
1595;Limeira do Oeste;0.710
1595;Lima Duarte;0.710
1595;Leandro Ferreira;0.710
1595;Estrela Dalva;0.710
1595;Ibaiti;0.710
1595;Monteiro Lobato;0.710
1595;Itanhangá;0.710
1595;Glória D'Oeste;0.710
1595;Carmo do Cajuru;0.710
1595;Capitólio;0.710
1595;Três Coroas;0.710
1595;Paulo Bento;0.710
1595;Timburi;0.710
1595;Pinheirinho do Vale;0.710
1595;Taiaçu;0.710
1638;Ampére;0.709
1638;Serra do Navio;0.709
1638;Cláudio;0.709
1638;Taguaí;0.709
1638;Magé;0.709
1638;Goiás;0.709
1638;Pirapetinga;0.709
1638;Rio Negro;0.709
1638;Sandovalina;0.709
1638;Ouro Verde do Oeste;0.709
1638;Juquitiba;0.709
1638;Tupanciretã;0.709
1638;Cruzeiro do Iguaçu;0.709
1638;Visconde do Rio Branco;0.709
1638;Silvânia;0.709
1638;Dom Silvério;0.709
1638;Nova Era;0.709
1638;Campanha;0.709
1638;São Pedro do Sul;0.709
1638;Paranapoema;0.709
1638;Gália;0.709
1638;São Gabriel da Palha;0.709
1638;Rio Paranaíba;0.709
1638;Saquarema;0.709
1638;Jardinópolis;0.709
1638;Nossa Senhora das Graças;0.709
1638;Cantagalo;0.709
1665;Ibirarema;0.708
1665;São João Nepomuceno;0.708
1665;Mirim Doce;0.708
1665;Tenente Portela;0.708
1665;São Sepé;0.708
1665;Conchal;0.708
1665;São José de Ribamar;0.708
1665;Alvorada do Sul;0.708
1665;Romaria;0.708
1665;Itaiópolis;0.708
1665;Jateí;0.708
1665;Piraí do Sul;0.708
1665;Ibicaré;0.708
1665;Araporã;0.708
1665;Alvorada;0.708
1665;Galvão;0.708
1665;Paulo Frontin;0.708
1665;Cáceres;0.708
1665;Flor do Sertão;0.708
1665;Pedra do Indaiá;0.708
1665;Dom Pedrito;0.708
1665;Atilio Vivacqua;0.708
1665;Madre de Deus;0.708
1665;Coromandel;0.708
1665;Abadia de Goiás;0.708
1665;Piraí;0.708
1665;Campos Borges;0.708
1665;Apiúna;0.708
1665;Juranda;0.708
1665;Crixás;0.708
1665;Mallet;0.708
1696;Jandaia;0.707
1696;Rio Novo;0.707
1696;Sul Brasil;0.707
1696;Santa Bárbara;0.707
1696;Várzea;0.707
1696;Matutina;0.707
1696;Sarapuí;0.707
1696;São José do Hortêncio;0.707
1696;Derrubadas;0.707
1696;Iracema do Oeste;0.707
1696;Itaguajé;0.707
1696;Iguatama;0.707
1696;Estrela do Norte;0.707
1696;Áurea;0.707
1696;Itirapuã;0.707
1696;Montes Claros de Goiás;0.707
1696;Rancho Alegre;0.707
1696;Conselheiro Mairinck;0.707
1696;Minaçu;0.707
1696;Arroio do Tigre;0.707
1696;Leópolis;0.707
1696;Jaguarão;0.707
1696;Rio Branco;0.707
1696;Irati;0.707
1720;Costa Rica;0.706
1720;Chuí;0.706
1720;Planalto;0.706
1720;Itatinga;0.706
1720;Doutor Maurício Cardoso;0.706
1720;Cromínia;0.706
1720;Santo Antônio do Pinhal;0.706
1720;Xambrê;0.706
1720;Laranjeiras do Sul;0.706
1720;Lapa;0.706
1720;Hidrolândia;0.706
1720;Ivaté;0.706
1720;Campestre da Serra;0.706
1720;Ibiraci;0.706
1720;Iporã;0.706
1720;Douradoquara;0.706
1720;Princesa;0.706
1720;Joviânia;0.706
1720;Caratinga;0.706
1720;Novo Horizonte;0.706
1720;Campo Florido;0.706
1720;Dionísio Cerqueira;0.706
1720;Caetanópolis;0.706
1720;Cachoeira de Minas;0.706
1720;Mossâmedes;0.706
1720;Capanema;0.706
1720;Barracão;0.706
1720;Santa Bárbara de Goiás;0.706
1720;Campos Novos Paulista;0.706
1720;Três Barras;0.706
1720;Cesário Lange;0.706
1720;Novo Barreiro;0.706
1720;Paim Filho;0.706
1720;Coxilha;0.706
1720;Santa Juliana;0.706
1720;Santa Cruz de Minas;0.706
1756;União do Oeste;0.705
1756;Jesuítas;0.705
1756;Itamonte;0.705
1756;Avanhandava;0.705
1756;Vila Lângaro;0.705
1756;Santa Rosa do Sul;0.705
1756;Itaju;0.705
1756;Ribeirão Grande;0.705
1756;Inajá;0.705
1756;Santa Fé;0.705
1756;Planaltina do Paraná;0.705
1756;Borebi;0.705
1756;Restinga;0.705
1756;Carmo do Paranaíba;0.705
1756;Belmonte;0.705
1756;Alto Taquari;0.705
1756;Santa Rosa da Serra;0.705
1756;Santa Tereza do Oeste;0.705
1756;Bofete;0.705
1756;Guiratinga;0.705
1776;Siqueira Campos;0.704
1776;Ibirité;0.704
1776;Campina Verde;0.704
1776;São José da Varginha;0.704
1776;Salto Grande;0.704
1776;Euclides da Cunha Paulista;0.704
1776;Parobé;0.704
1776;Nova Xavantina;0.704
1776;Araçariguama;0.704
1776;Quaraí;0.704
1776;Rancho Alegre D'Oeste;0.704
1776;Ladário;0.704
1776;Buritinópolis;0.704
1776;Cássia;0.704
1776;Mateus Leme;0.704
1776;Salto do Itararé;0.704
1776;Chapadão do Lageado;0.704
1776;Quissamã;0.704
1776;Papanduva;0.704
1776;Lontras;0.704
1776;Caçapava do Sul;0.704
1776;Mirassol D'Oeste;0.704
1776;Ivolândia;0.704
1776;Nova Marilândia;0.704
1776;Tabatinga;0.704
1776;Palma Sola;0.704
1776;Santa Mônica;0.704
1776;Alto Araguaia;0.704
1776;Campina da Lagoa;0.704
1776;Boa Esperança;0.704
1776;Arenápolis;0.704
1776;Araruna;0.704
1776;São Pedro do Paraná;0.704
1776;São Miguel do Iguaçu;0.704
1776;Canas;0.704
1811;Tapejara;0.703
1811;Camapuã;0.703
1811;Araquari;0.703
1811;Fernão;0.703
1811;Coxim;0.703
1811;Campo Novo;0.703
1811;Pontes E Lacerda;0.703
1811;Maria Helena;0.703
1811;Iguatu;0.703
1811;Jeriquara;0.703
1811;Palma;0.703
1811;Ibaté;0.703
1811;Três Palmeiras;0.703
1811;Riolândia;0.703
1811;Caseiros;0.703
1811;Lagoa Formosa;0.703
1811;Conceição dos Ouros;0.703
1811;Entre Rios do Sul;0.703
1811;Boa Vista do Cadeado;0.703
1811;São Pedro do Turvo;0.703
1811;Guarantã do Norte;0.703
1811;Uruana;0.703
1811;Perdigão;0.703
1811;Itararé;0.703
1811;Castro;0.703
1811;Iporanga;0.703
1811;Guaçuí;0.703
1811;Goianápolis;0.703
1811;Porangaba;0.703
1811;Macuco;0.703
1811;Francisco Morato;0.703
1842;Pitanga;0.702
1842;Botelhos;0.702
1842;Inhaúma;0.702
1842;Edealina;0.702
1842;Guapirama;0.702
1842;Ariquemes;0.702
1842;Baixo Guandu;0.702
1842;Itaguaçu;0.702
1842;Nonoai;0.702
1842;Muitos Capões;0.702
1842;Paraíba do Sul;0.702
1842;Campos Altos;0.702
1842;Luiziânia;0.702
1842;Pontalinda;0.702
1842;Viadutos;0.702
1842;Santo Antônio da Alegria;0.702
1842;Adelândia;0.702
1842;Vitorino;0.702
1842;Nortelândia;0.702
1842;Morro Redondo;0.702
1842;Maria da Fé;0.702
1842;Dionísio;0.702
1842;Correia Pinto;0.702
1842;Santo Antônio de Posse;0.702
1866;Mariana Pimentel;0.701
1866;Ribeirão do Pinhal;0.701
1866;Presidente Olegário;0.701
1866;Patos;0.701
1866;Indiara;0.701
1866;Araguainha;0.701
1866;Marcelândia;0.701
1866;Centenário;0.701
1866;Florestópolis;0.701
1866;Primeiro de Maio;0.701
1866;Alto Garças;0.701
1866;Eusébio;0.701
1866;Senador Canedo;0.701
1866;Campo Magro;0.701
1866;Braganey;0.701
1866;Bom Jesus de Goiás;0.701
1866;Luziânia;0.701
1866;Travesseiro;0.701
1866;Brasilândia;0.701
1866;Dona Eusébia;0.701
1866;Taquarituba;0.701
1866;Tabaí;0.701
1866;São Sebastião da Grama;0.701
1866;Brazabrantes;0.701
1866;Colinas do Tocantins;0.701
1866;Barra Bonita;0.701
1866;Santa Terezinha de Goiás;0.701
1866;Ipameri;0.701
1866;Morro Grande;0.701
1866;Guaranésia;0.701
1866;Nanuque;0.701
1866;Santa Rosa de Goiás;0.701
1866;Nova Ponte;0.701
1866;Ponta Porã;0.701
1866;Dianópolis;0.701
1866;Teófilo Otoni;0.701
1866;Pratânia;0.701
1866;Castelândia;0.701
1904;Sangão;0.700
1904;Joaquim Távora;0.700
1904;Paraíso;0.700
1904;Salgado Filho;0.700
1904;Rolim de Moura;0.700
1904;Americano do Brasil;0.700
1904;Cacequi;0.700
1904;Boqueirão do Leão;0.700
1904;Conceição do Pará;0.700
1904;Alto Alegre;0.700
1904;Floriano;0.700
1904;Carmópolis de Minas;0.700
1904;Aurilândia;0.700
1904;São Tomás de Aquino;0.700
1904;Santa Mariana;0.700
1904;Bocaiúva;0.700
1904;Pérola;0.700
1904;Andrelândia;0.700
1904;Naviraí;0.700
1904;Boa Esperança do Iguaçu;0.700
1904;Piraquara;0.700
1904;Vidal Ramos;0.700
1904;Corumbá;0.700
1904;Santo Antônio de Jesus;0.700
1904;Porto Amazonas;0.700
1904;Ubiretama;0.700
1904;Ubarana;0.700
1904;Juquiá;0.700
1904;São Roque do Canaã;0.700
1904;Cachoeiras de Macacu;0.700
1934;Nobres;0.699
1934;Novo Brasil;0.699
1934;Jaraguá;0.699
1934;Trindade;0.699
1934;Bom Retiro;0.699
1934;Silvianópolis;0.699
1934;Vargem;0.699
1934;Oliveira;0.699
1934;Brochier;0.699
1934;Cruz das Almas;0.699
1934;Irineópolis;0.699
1934;Barbosa;0.699
1934;Douradina;0.699
1934;Suzanápolis;0.699
1934;Saudade do Iguaçu;0.699
1934;Madre de Deus de Minas;0.699
1934;Mário Campos;0.699
1934;Cláudia;0.699
1934;Alvorada;0.699
1934;Almirante Tamandaré;0.699
1934;Tomazina;0.699
1934;Vera Cruz do Oeste;0.699
1934;Cristalina;0.699
1934;Cambuquira;0.699
1934;Novo Alegre;0.699
1934;São Gabriel;0.699
1934;Capela do Alto;0.699
1934;Rosário do Sul;0.699
1934;Marzagão;0.699
1934;Anchieta;0.699
1934;Maximiliano de Almeida;0.699
1934;Caiçara;0.699
1934;Urupema;0.699
1934;Joanópolis;0.699
1934;Lavras do Sul;0.699
1969;Palmeiras de Goiás;0.698
1969;Bela Vista;0.698
1969;Araújos;0.698
1969;Arroio dos Ratos;0.698
1969;Santana da Vargem;0.698
1969;Campestre;0.698
1969;Ribeira;0.698
1969;Claraval;0.698
1969;Cachoeira Dourada;0.698
1969;Guaraci;0.698
1969;Major Gercino;0.698
1969;Picos;0.698
1969;Santa Cecília;0.698
1969;Corumbaíba;0.698
1969;Passo do Sobrado;0.698
1969;Candiota;0.698
1969;Mariópolis;0.698
1969;Porto Mauá;0.698
1969;Terra Nova do Norte;0.698
1969;Água Doce;0.698
1969;Igarapé;0.698
1969;Jerônimo Monteiro;0.698
1969;Fazenda Vilanova;0.698
1969;Nova América da Colina;0.698
1969;Guapimirim;0.698
1969;Abaeté;0.698
1995;Camaquã;0.697
1995;Aparecida do Taboado;0.697
